1.675508321521834709e-01,2.961246468926553299e-01,6.403493430350358784e-01,1.523108913998744374e+00,2.256091404605498951e+00,6.346324519564018607e-02
2.399244815202846437e-01,3.573887711864406902e-01,6.681221138045976282e-01,1.527753256434400519e+00,2.124642856987311923e+00,1.405084579794986244e-01
1.319180168475451997e-01,2.606962099811676037e-01,6.302596193766432098e-01,1.608894381669805362e+00,2.500410719585993924e+00,1.357061275229235475e-01
1.241064023405004935e-01,2.494605304456999073e-01,6.202782655416940738e-01,1.553206410860012543e+00,2.492412180431589075e+00,7.242242782914240506e-02
1.525681139422133403e-01,2.714169413057124780e-01,6.251189326837381932e-01,1.666647049591964969e+00,2.477685647788185896e+00,1.211625181421308733e-01
2.288963419457094028e-01,3.229068581293156881e-01,7.472191642664598454e-01,6.095711707470181651e-01,1.677986230863060424e+00,8.033204265920698695e-02
2.210385555808742630e-01,3.366290018832390762e-01,7.322015723662347320e-01,7.120556732580036741e-01,1.811660945848454718e+00,7.362289181097919633e-02
1.973148581774163968e-01,2.765468063402385379e-01,7.123169553838484269e-01,7.628148540489642082e-01,1.876409432866595450e+00,3.838369502207825135e-02
1.879440550907675589e-01,2.972967671060890993e-01,6.990149010766844029e-01,8.859904661016950733e-01,1.994996788725454717e+00,3.450905829599464070e-02
1.343252467638353653e-01,2.228548728813559421e-01,6.393608537068781184e-01,1.252069601381041952e+00,2.332849019205799124e+00,3.262653994590828527e-02
1.302911988877919203e-01,2.185734463276836070e-01,6.384630451282058416e-01,1.354848360012554931e+00,2.366413187542471430e+00,7.313393479322825852e-02
1.503939635893670190e-01,2.345515536723163652e-01,6.636026260605647487e-01,1.114161566227244160e+00,2.241207719518354402e+00,9.557379576223809514e-02
1.590588413786244437e-01,2.812499999999999445e-01,6.098827404893580884e-01,1.952575721908349049e+00,2.465605841746047133e+00,1.241591237387864033e-01
1.395682553624807143e-01,2.332028797865662029e-01,6.573035499669659387e-01,1.242403287821720159e+00,2.316981517161851301e+00,1.228997261542591757e-01
7.478089891070188733e-02,1.624882297551789312e-01,5.573167618040810734e-01,2.366167412115505631e+00,2.938735200673765480e+00,1.749876639870556472e-01
6.297041091694270676e-02,1.274840120841180535e-01,5.298128402004274040e-01,2.574878374136849501e+00,3.059074356528223237e+00,1.499854687810035503e-01
7.049720340159089382e-02,1.465934949780288710e-01,5.438381722973261168e-01,2.297507650659133649e+00,2.943935099982886161e+00,7.326927161501069208e-02
8.304725137876139973e-02,1.711736895794099267e-01,5.507630839338840678e-01,2.496341415568110733e+00,2.904010496635872851e+00,1.131961876962206542e-01
7.214192440491917768e-02,1.366721594475831802e-01,5.265261917983440343e-01,2.466773579723791521e+00,2.928314921450306585e+00,-1.920176398646665505e-02
1.014131406976004207e-01,2.101381042059008164e-01,5.740791029736692641e-01,2.130198524795982262e+00,2.743042681413034423e+00,2.992918979944136915e-02
7.538205915445753136e-02,1.444650423728813804e-01,5.573552430099975030e-01,2.078551671374764709e+00,2.903600067680498054e+00,1.324641955102510704e-01
9.217549077598499729e-02,1.794766164469554504e-01,5.832383031566730214e-01,1.877844475831764059e+00,2.763525233288276262e+00,1.536014914777639184e-01
7.936199498316402756e-02,1.669167843691148900e-01,5.668337193005376085e-01,2.066094828939108563e+00,2.870813007560291119e+00,1.459752583935238490e-01
1.313479254383191075e-01,2.435508866917765192e-01,5.837013132610714417e-01,2.318414548022599497e+00,2.590688860401320515e+00,1.032529783988169053e-01
7.555179710937665050e-02,1.469907407407407551e-01,5.581796054721029909e-01,2.105696798493408295e+00,2.872118222850304825e+00,1.158400868121297195e-01
7.526707475785165968e-02,1.424591964846201875e-01,5.587819707577621475e-01,2.049086825172630189e+00,2.874403133270584831e+00,1.103266856589562167e-01
7.299614148734467900e-02,1.363116956999372575e-01,5.549976749915993546e-01,2.133489289077212803e+00,2.899444240689393659e+00,1.024621429759732388e-01
8.844609249884195779e-02,1.923748430634024120e-01,5.706358175559945733e-01,2.185234227871939883e+00,2.858656813844127509e+00,1.509263793143976184e-01
9.112438466205577403e-02,1.729931732580037573e-01,5.710899463578924529e-01,2.202134337727557956e+00,2.860291052962462999e+00,1.924934779889288239e-01
7.646384715673346100e-02,1.444061911487758976e-01,5.536478892037217658e-01,2.264712806026365488e+00,2.894668115777576212e+00,8.332646841812452188e-02
1.729883594242889733e-01,2.723561087570621764e-01,6.156644181569407293e-01,1.983227401129943779e+00,2.577657658472869873e+00,1.948784478803871900e-01
6.130989977706727961e-02,1.262138064971751183e-01,5.237886980565196193e-01,2.637966886377903553e+00,3.078302916400148526e+00,1.256632147948657241e-01
5.911230387204603753e-02,1.185116525423728778e-01,4.967650578357520330e-01,3.012451938166980536e+00,3.099729092784659912e+00,3.392867252228854574e-02
5.774465018944453798e-02,1.015870213433772568e-01,4.946927308280748559e-01,2.863582862523540662e+00,3.060747869726747616e+00,1.386584636252572496e-03
1.116553088745355360e-01,2.101871468926553299e-01,5.692995332911522377e-01,2.315074741054613305e+00,2.651020142888230069e+00,1.091388024941511714e-01
5.709266665228326931e-02,1.038282721280602838e-01,4.938536422451863528e-01,3.084319091337100360e+00,3.087388330996901686e+00,4.073515359327036650e-02
5.587971697825674933e-02,1.036835962021343260e-01,4.875788925717265410e-01,3.155592827997489636e+00,3.086210453631835104e+00,2.414228069679848557e-02
5.397636564887420968e-02,9.620703860640301974e-02,4.867779376316264672e-01,2.960824701820464533e+00,3.089523737787882585e+00,1.670804064751993043e-02
5.127728826064745227e-02,8.927240269930945826e-02,4.728424695858333138e-01,3.237175337413685128e+00,3.137130295089401333e+00,1.468783563309669117e-02
6.889839488088925212e-02,1.248921060891399759e-01,4.985201579728935073e-01,3.148054967043314445e+00,3.077062600670393611e+00,7.274607011830294678e-02
1.580324832727186268e-01,2.923091258631512201e-01,6.476993654009481904e-01,1.397373273697426033e+00,2.217771287839408245e+00,6.138762443651966938e-02
1.612157130739539368e-01,2.987876647834274979e-01,6.446347700133219227e-01,1.480628138731952204e+00,2.241529185491805798e+00,6.263702799953688172e-02
1.645021482143757818e-01,2.942070778405524445e-01,6.641416651044018682e-01,1.266694130571249133e+00,2.186407277647362424e+00,8.962167178395874512e-02
1.519904365791058254e-01,2.773805320150659059e-01,6.518375518032796245e-01,1.314481324544883867e+00,2.248950901288470305e+00,6.993861462511644089e-02
8.729465033537192609e-02,1.713698603264281195e-01,5.809531756308613515e-01,1.821411056183302124e+00,2.752085402935486869e+00,1.310646979647678845e-01
8.819482819654136940e-02,1.640625000000000000e-01,5.401726681504535055e-01,2.638717239485248278e+00,2.866255848233100867e+00,1.304883227063714235e-01
6.888829772132347429e-02,1.330430006277463773e-01,5.606412879297351104e-01,2.091700015693660042e+00,2.961001707450238385e+00,2.134004603300858893e-01
9.214990845734576108e-02,1.914773618957940904e-01,5.781394356551696756e-01,1.997503727244193561e+00,2.747895861013324836e+00,1.099524161796478217e-01
7.552512630015764672e-02,1.373219750470809630e-01,5.675153462525720505e-01,1.952046060891399870e+00,2.839220457447681589e+00,1.664250143229596690e-01
6.390221657766449737e-02,1.267066854990583635e-01,5.196119623270981647e-01,2.915210098870056665e+00,3.089470100705536293e+00,1.392911050168692266e-01
6.027716388987158780e-02,1.266086001255492810e-01,4.930968187659052204e-01,3.540867270872566586e+00,3.186946507382901306e+00,1.266322891860884037e-01
5.328981748491665171e-02,1.026365348399246591e-01,4.974014655353451442e-01,3.152949427181418685e+00,3.178552392258656933e+00,9.735342936543557590e-02
4.351625710574039130e-02,8.705567325800375733e-02,4.530339824231586210e-01,4.107938049278090809e+00,3.364683943438154579e+00,5.421702379863723581e-02
1.178092291945221637e-01,2.227788567168863809e-01,5.096302629562226016e-01,4.729666902071563150e+00,3.108525799155556157e+00,1.729307443761203267e-01
1.252690299617012781e-01,2.504708097928436961e-01,5.361223376700384735e-01,4.263207195543000871e+00,3.050885749794350676e+00,2.486786679674413414e-01
7.118834912501686984e-02,1.235360758003766629e-01,5.193933021285339624e-01,2.560567718141871119e+00,2.890856975427146480e+00,-1.001894607201849266e-02
7.201578918524832729e-02,1.888731952291274330e-01,5.002533551675190093e-01,3.397907838983050599e+00,3.092710576003775635e+00,4.861477934655733524e-02
8.227824731147558024e-02,1.618310577526679006e-01,5.226793071999639162e-01,2.794594515065913054e+00,2.916467548220062156e+00,8.894981623757085634e-03
4.354800689628224308e-02,9.434832077840554776e-02,4.326435206128936839e-01,4.537659879158819187e+00,3.402892479334825193e+00,-5.623830312320589331e-03
4.951950951020511055e-02,1.045148697426239726e-01,4.688624366299153912e-01,3.752643400816069619e+00,3.314818778872953953e+00,2.137483453320674145e-02
3.919741587710711545e-02,6.477803279974889139e-02,4.284028832882272875e-01,4.289018361581921290e+00,3.442326933986495696e+00,-2.386224707214327709e-02
3.564642903727031908e-02,6.072955900816070368e-02,4.107708840301686481e-01,4.824947033898305371e+00,3.538107397806212528e+00,-2.173802188407994093e-02
3.711577971936327186e-02,7.507944915254237406e-02,4.121053058124655721e-01,4.929216690207155693e+00,3.525105892258938223e+00,-3.495159012825781175e-02
3.660315395519633114e-02,7.158760985561833656e-02,4.176609696493793766e-01,4.797963747645951571e+00,3.537644960183088383e+00,-2.529838567803764302e-02
6.723984906588242882e-02,1.466278248587570832e-01,5.058247968470425127e-01,2.893096751412429057e+00,3.071165271457665824e+00,-2.203734106671632886e-02
5.642906414682447719e-02,1.274423258003766490e-01,4.841514245330921229e-01,3.238592671060890993e+00,3.192549753841837923e+00,-4.418958446089214787e-02
6.282639670554812650e-02,1.379521735718769737e-01,4.999846702889138572e-01,2.948343338041430783e+00,3.103311215936843226e+00,-4.337095771503116787e-02
6.438482794046035407e-02,1.671816148775894517e-01,4.955125661529886094e-01,3.289749097614563578e+00,3.139537724614964276e+00,6.826436009631897672e-02
4.514071682958321202e-02,8.200427652228500786e-02,4.515058219840747955e-01,3.814805006277464106e+00,3.318421782268958342e+00,-2.104673268779883727e-02
4.166310987890513295e-02,7.046943659761456535e-02,4.381677757906883297e-01,4.091724537037036313e+00,3.392428486063985282e+00,-3.683375790226539603e-02
3.801774068857631528e-02,6.594279661016949623e-02,4.226564356628850216e-01,4.530607540803514688e+00,3.451769372948633396e+00,-3.817240805001276965e-02
4.462526737808055616e-02,8.745782328939109840e-02,4.612400921777479734e-01,3.899133906151914353e+00,3.336934618752987802e+00,5.366809984699921765e-02
4.303302943830834837e-02,8.288704488386693103e-02,4.485912636671298692e-01,4.096207038606403117e+00,3.350018653373104005e+00,1.196974654611892078e-02
5.482330483352899908e-02,1.147942168863778922e-01,4.679970852894270728e-01,3.937446053044569183e+00,3.255433062601531535e+00,4.727490614662428758e-02
4.512951059105298202e-02,9.605745841180164668e-02,4.372691156073821306e-01,4.616363582862523351e+00,3.379838723006962642e+00,3.223704406504267726e-03
1.322647975932275122e-01,2.589748116760828833e-01,5.986300928560088774e-01,1.960162625549278115e+00,2.513819285441910800e+00,-6.260301411390814010e-03
1.211571347094421852e-01,2.390291509730069763e-01,5.917820212194899732e-01,2.024967631826741776e+00,2.595418880385957916e+00,-5.940781835762445375e-04
1.072498305687543119e-01,2.222810734463277205e-01,5.696708191170118951e-01,2.345628334902699397e+00,2.727243083091848597e+00,-2.662249075221197539e-04
6.030678538020082385e-02,1.535036095417451618e-01,4.834120602502954833e-01,3.610287193973634512e+00,3.184867161482293429e+00,5.657072119467113080e-02
1.181471224925487173e-01,2.461207234777150199e-01,5.820187434731304288e-01,2.257572190834902681e+00,2.665746543107312405e+00,-5.098721823272525308e-03
1.244484956689981547e-01,2.577193188951664160e-01,5.686402672732744357e-01,2.437887437225360721e+00,2.620630341627825821e+00,1.903138535971877696e-02
9.691876347858045804e-02,2.270921610169491511e-01,5.406981710648833817e-01,2.778984227871939883e+00,2.849825004921961558e+00,2.682857749263660788e-02
6.523477341410544028e-02,1.307992977087256981e-01,5.188827403861988596e-01,2.557718338041431672e+00,3.030009557775416695e+00,2.417500836530904820e-02
6.334045807661195515e-02,1.257601616446955561e-01,5.104342739928171557e-01,2.653881238229755191e+00,3.062141696322028928e+00,-3.066911926130331568e-03
5.293691390756759263e-02,1.056036173885750162e-01,4.782335224633330051e-01,3.300494350282486167e+00,3.246932438965109746e+00,-8.321698339885084256e-03
1.860386578147111281e-01,3.098173650345260599e-01,6.741500424373679801e-01,1.229196092278719288e+00,2.073794932911138922e+00,3.589176838870632158e-02
1.938520989155464447e-01,3.243879472693032007e-01,6.757861036486099149e-01,1.328061244507218852e+00,2.055254676455514851e+00,3.734186309823545047e-02
4.476052690803821593e-02,7.605785075329567213e-02,4.549263545579285695e-01,3.511323956371625865e+00,3.292022189657613840e+00,-6.246025913711784720e-03
4.780519784257003524e-02,8.127354048964219313e-02,4.684761697956488780e-01,3.259504472693032007e+00,3.203493762809623391e+00,7.431026102603778636e-04
6.143073743219116395e-02,1.590061989956057797e-01,4.848418445743657434e-01,3.555168118330194638e+00,3.178111187711040841e+00,4.713626201464884979e-02
5.692668078615777810e-02,1.051548768047708832e-01,4.852027945505326123e-01,3.106378491839297595e+00,3.130650119727696357e+00,-2.808854915108153702e-02
5.333204618600720370e-02,9.551063245448837558e-02,4.785471920987249828e-01,3.302505100439422581e+00,3.182450741166689134e+00,-1.903307745657689329e-02
5.875929831484773269e-02,1.132101381042059096e-01,4.975486167464919229e-01,2.900291313559322237e+00,3.098188019625770728e+00,-1.652398726001109985e-02
6.534441271970631293e-02,1.184405406465787874e-01,5.153709730970136293e-01,2.686386731010671713e+00,3.025839208740038977e+00,-3.685519098840543337e-04
5.817516505003746813e-02,1.084162154739485157e-01,5.003397445469666138e-01,2.833730579096045865e+00,3.098197724381843265e+00,6.348609258221627090e-03
6.412740828839015583e-02,1.204635514752040171e-01,5.183092470106428484e-01,2.591925612052731420e+00,3.010883897996770031e+00,9.981864625539437971e-03
6.120189157181016998e-02,1.128864563716258512e-01,5.032094312705603922e-01,2.890016870684244399e+00,3.083026851850221739e+00,-8.952911049808453398e-03
5.434297108483827216e-02,1.037105696798493459e-01,4.743599604066641162e-01,3.964615701506591261e+00,3.269018109479318479e+00,1.194421983490730199e-01
1.613805819721078338e-01,3.049376177024482049e-01,6.345098839420562076e-01,1.574706724733207830e+00,2.305506937866415473e+00,8.528972789099413532e-02
5.503897470497052385e-02,1.059297512554927823e-01,4.806431872257831972e-01,3.428991093848085647e+00,3.199784076348472617e+00,1.004095564592364792e-01
6.249206404357930678e-02,1.308164626490897486e-01,4.939211156138499370e-01,3.228038684871312292e+00,3.093643196196388168e+00,4.627250151512374288e-02
6.954385055320891351e-02,1.399825408035154095e-01,5.051057883560376993e-01,3.243624450721908303e+00,3.040476117163068981e+00,4.076871974247356367e-02
1.089182578463249867e-01,2.370576349654739678e-01,5.704788308781019168e-01,2.323176592906465832e+00,2.740571357174514056e+00,6.496200085265825541e-02
1.288210791237036912e-01,2.639673571876961500e-01,6.018748635897189780e-01,2.051690991839296707e+00,2.534024063188689002e+00,6.127214812705098629e-02
1.304939719641831919e-01,2.528395715630885054e-01,5.549624704753068904e-01,2.871390458254864608e+00,2.851369271161430685e+00,8.884999720326372530e-02
2.064828776048593661e-01,3.444365976145637998e-01,6.400861168947534763e-01,1.898511064030131923e+00,2.386431622915021755e+00,9.298150611450504976e-02
1.069151811920083378e-01,2.305496704331449764e-01,5.364265119647410041e-01,3.031411840866289786e+00,2.916710115099207190e+00,5.796604768786708939e-02
1.012419902255616289e-01,1.955871390458254755e-01,5.857034186623543137e-01,2.034869350282486167e+00,2.642519552856802623e+00,5.808213615064099222e-02
1.051796355880235956e-01,1.801435969868173115e-01,5.855683727840693686e-01,1.770955940050219724e+00,2.519789473070840113e+00,4.290016593724547966e-02
1.347090735177028098e-01,2.660663841807909824e-01,6.133366305108889360e-01,1.788287625549278337e+00,2.456342579171562068e+00,9.232662440517251656e-02
1.068157650776737494e-01,2.157878217200250859e-01,5.550659473656109899e-01,2.578870448838669116e+00,2.681774056075678203e+00,3.754315533225387191e-02
5.196813400938476296e-02,9.853166195856875864e-02,4.667800581325631804e-01,3.728980304456998685e+00,3.226832714962823090e+00,4.467978466249864639e-02
4.040098609880887759e-02,6.828703703703703498e-02,4.386925767175642865e-01,3.964522520401757788e+00,3.343482978524670912e+00,-1.022773489790727332e-02
1.900215325872244565e-01,3.747793079096045088e-01,6.404565188486860405e-01,1.843029072504708044e+00,2.311830218160987105e+00,7.548134753034327349e-02
1.400768583102164899e-01,2.906269617074702105e-01,6.019788520785530617e-01,2.106579566854990482e+00,2.591155710116930688e+00,1.706562670311134733e-01
1.531383334997028778e-01,3.114602950408035809e-01,6.091734882962761555e-01,2.041877550219711068e+00,2.506364775358981056e+00,1.139281124550696744e-01
1.782595156158195138e-01,3.447210451977401613e-01,6.421856178212110855e-01,1.724556654111738752e+00,2.335211213575078215e+00,1.406950901424370848e-01
2.475536708170879840e-01,4.188196406151913909e-01,6.719320509130766172e-01,1.677931771814186845e+00,2.065022990423428961e+00,1.031806791524653988e-01
2.531850842951734459e-01,4.344348320778405603e-01,6.808502905275088946e-01,1.619389516635279413e+00,1.995463337119975478e+00,6.802082690897355566e-02
1.994693872224349851e-01,3.813804535467670287e-01,6.404175117098845904e-01,1.869212962962963243e+00,2.223971479985752175e+00,1.071734847155515341e-01
1.191235637712184520e-01,2.217048218769616941e-01,5.646823315473614713e-01,2.394734777150031579e+00,2.640704496564524550e+00,5.521023010234323708e-02
2.851222664659296968e-01,4.670433145009416642e-01,6.962760867149264676e-01,1.499210412743251508e+00,1.897766783561567472e+00,8.020240555295272966e-02
